data,values
12936298640,4
12936297696,4
12936286560,4
12936285232,4
12936282368,4
12936280992,4
12936275728,4
12936275168,4
12936273008,4
12936271344,4
12936268336,4
12936267968,4
12936266496,4
12936265664,4
12936264944,4
12936264144,4
12936263344,4
12936259248,4
12936258928,4
12936254592,4
12936250384,4
12936244176,4
12936241024,4
12936240112,4
12936239488,4
12936238400,4
12936237120,4
12936234400,4
12936234016,4
12936233648,4
12936228816,1
12936228480,4
12936228016,4
12936225664,4
12936222976,4
12936218160,4
12936217856,4
12936215632,6
12936215024,4
12936212320,4
12936212192,4
12936211536,4
12936210896,4
12936207456,4
12936205920,4
12936205312,5
12936195424,4
12936194816,4
12936194592,4
12936188992,4
12936188752,2
12936186944,4
12936186144,4
12936177680,3
12936172800,4
12936171920,4
12936169312,4
12936166688,4
12936166672,5
12936164048,4
12936164032,4
12936162768,4
12936161056,4
12936160880,4
12936159376,4
12936157856,4
12936154192,4
12936148496,4
12936147888,4
12936144192,4
12936142848,3
12936141504,4
12936140720,4
12936139536,4
12936135216,4
12936135136,4
12936130112,4
12936127872,4
12936126896,4
12936126048,4
12936124944,4
12936121936,4
12936120880,4
12936120464,4
12936119440,4
12936119328,4
12936118464,4
12936116224,3
12936106832,4
12936104320,4
12936102208,4
12936098064,4
12936097472,4
12936094864,4
12936093872,4
12936092848,4
12936091488,4
12936089920,4
12936086320,4
12936086096,4
12936085712,4
12936083408,4
12936081904,4
12936080752,4
12936079808,4
12936079216,4
12936069824,4
12936066672,4
12936061344,4
12936054464,4
12936053520,4
12936043328,4
12936042560,4
12936042096,4
12936041216,4
12936039488,4
12936039440,4
12936039392,4
12936038032,2
12936035728,4
12936034592,4
12936032096,3
12936027680,4
12936020608,4
12936019120,3
12936017328,4
12936015248,4
12936012352,4
12936009680,3
12936008048,4
12936007392,4
12936003824,4
12936003408,4
12936001056,4
12935998032,4
12935997600,4
12935997504,4
12935995152,4
12935990144,4
12935986592,4
12935985760,4
12935978416,4
12935976688,4
12935973280,4
12935966256,4
12935965696,3
12935965552,4
12935957584,4
12935953856,4
12935951520,4
12935946016,4
12935945376,4
12935943136,4
12935942480,4
12935938784,4
12935935488,4
12935935136,4
12935930608,4
12935929216,4
12935919104,4
12935917360,4
12935914528,3
12935912416,4
12935904208,4
12935904176,4
12935897424,4
12935897104,4
12935894848,4
12935893440,4
12935892832,4
12935889424,4
12935886048,4
12935884992,5
12935884112,4
12935882128,4
12935880560,4
12935878016,4
12935870320,4
12935867056,4
12935866432,4
12935845008,4
12935836848,4
12935835184,4
12935830128,4
12935816848,4
12935813664,4
12935812736,2
12935809168,4
12935807904,4
12935806592,4
12935801088,4
12935799184,4
12935797360,4
12935791072,4
12935785856,4
12935780720,0
12935780656,4
12935778288,3
12935775824,4
12935774656,4
12935772288,4
12935770944,4
12935770832,4
12935762448,4
12935761984,4
12935759072,4
12935753472,4
12935746208,4
12935740400,4
12935737648,4
12935735840,4
12935732752,4
12935731760,4
12935725920,4
12935722976,4
12935722224,4
12935717344,4
12935709600,4
12935707232,4
12935699232,2
12935695296,1
12935694896,4
12935694192,4
12935688064,3
12935687168,3
12935686944,4
12935681408,2
12935665264,4
12935662464,4
12935661440,4
12935658736,4
12935646592,4
12935646112,4
12935645280,4
12935627472,4
12935626480,4
12935625296,4
12935612400,3
12935610352,4
12935609472,4
12935607520,4
12935603264,4
12935602880,4
12935602240,4
12935595824,4
12935591568,4
12935588208,4
12935584192,3
12935575520,4
12935573520,4
12935568064,4
12935556672,3
12935556032,4
12935553984,4
12935553392,4
12935552400,4
12935551888,4
12935551616,4
12935550544,4
12935548240,4
12935548192,4
12935545104,4
12935544800,4
12935543200,4
12935539088,4
12935534160,4
12935518944,4
12935436672,4
12935434432,4
12935423968,4
12935411536,4
12935411312,4
12935409232,4
12935402144,4
12935399136,4
12935399008,4
12935396992,4
12935395648,4
12935395088,4
12935394240,4
12935388224,4
12935385360,4
12935377344,4
12935375216,4
12935373744,4
12935372544,4
12935371184,4
12935368384,4
12935367520,4
12935364176,4
12935353664,4
12935353408,4
12935348560,4
12935342560,4
12935334416,4
12935321584,4
12935314208,4
12935311360,4
12935282464,4
12935277072,4
12935275584,4
12935261776,4
12935260736,4
12935241392,4
12935230704,4
12935227408,7
12935223856,4
12935212400,4
12935209264,4
12935206832,4
12935201344,4
12935191088,4
12935189952,4
12935189808,4
12935187248,4
12935186512,4
12935171904,4
12935167200,4
12935165584,4
12935156416,4
12935156080,4
12935153456,4
12935139472,4
12935132528,4
12935124176,4
12935119088,4
12935116000,4
12935115792,4
12935103584,4
12935102464,4
12935099872,4
12935097808,4
12935090864,4
12935084864,4
12935083232,4
12935070624,4
12935058640,4
12935050624,4
12935041360,4
12935036272,4
12935028464,4
12935004576,4
12935000352,4
12934998352,4
12934994336,4
12934989104,4
12934973488,4
12934970512,4
12934964720,4
12934963216,4
12934953408,4
12934941696,4
12934931760,4
12934925472,4
12934921232,4
12934899600,4
12934899504,4
12934890704,4
12934878688,4
12934873328,4
12934858640,4
12934884768,3
12934846896,4
12934842560,3
12934840464,4
12934834160,4
12934833376,4
12934832160,4
12934831888,3
12934826832,4
12934808864,4
12934805664,4
12934790096,4
12934789760,4
12934779024,4
12934762256,3
12934757312,4
12934744000,4
12934733936,4
12934729744,3
12934728848,4
12934724288,4
12934706768,4
12934703728,4
12934703152,4
12934686576,4
12934680128,4
12934678496,4
12934662432,4
12934640992,4
12934638576,4
12934629264,4
12934609472,4
12934596032,4
12934595600,4
12934581504,4
12934562224,4
12934557072,4
12934553344,4
12934521744,3
12934508784,4
12934508320,4
12934482704,4
12934480848,4
12934442848,4
12934408880,4
12934395600,4
12934380288,4
12934320320,4
12934306720,4
12934299824,4
12934297072,4
12934296768,4
12934277520,4
12934276560,4
12934274736,4
12934243920,4
12934241200,4
12934237680,4
12934236672,4
12934220784,4
12934217760,4
12934216048,4
12934211888,4
12934198176,4
12934196592,2
12934185488,4
12934171328,4
12934156016,4
12934134160,4
12934124944,4
12934045104,4
12934037344,4
12934034400,4
12934033808,3
12933996368,4
12933990896,4
12933971536,4
12933960256,4
12933942080,4
12933926848,4
12933925872,4
12933918704,4
12933908816,4
12933877520,3
12933837232,4
12933506480,4
12933503040,4
12933489968,4
12933479648,4
12933412128,4
12933409488,4
12933346656,4
12933310464,4
12933287728,4
12933208096,5
12933112912,4
12933082688,4
12933070864,4
12932979040,4
12932960512,4
12932890672,4
12932873696,4
12932868624,4
12932867712,4
12932854368,4
12932849536,3
12932766720,4
12932764464,4
12932762176,4
12932718688,4
12932689744,3
12932579536,4
12932497568,4
12932491408,2
12932462688,4
12932410512,4
12932314912,4
12932314496,4
12932259248,4
12932226048,4
12932217120,4
12932197376,4
12932156384,4
12932019744,4
12932010000,4
12931814224,4
12931690704,4
12931678224,4
12931576016,4
12931534560,4
12931517472,4
12931475728,4
12931463088,4
12931448944,4
12931354064,4
12930990448,4
12930957440,4
12930946496,4
12930938912,4
12930936240,4
12930924576,4
12930779120,4
12930724304,4
12930621792,3
12930449200,4
12930422416,4
12930198160,4
12930151280,4
12929971808,4
12929808544,4
12929659456,4
12929641696,4
12929577392,4
12929350672,4
12928454176,4
12928352928,4
12928274752,4
12927978160,4
12927694368,4
12927658464,4
12927482608,4
12927305552,4
12926967552,4
12926389040,4
12925470592,4
12925207440,4
12922448240,4
12921965536,4
12920854784,4
12919798160,4
12908015200,4
12868973984,4
12936445456,3
12936444272,3
12936427424,0
12936425936,3
12936425664,0
12936425280,0
12936424400,3
12936423296,3
12936422688,3
12936421520,3
12936420688,0
12936416976,3
12936416288,3
12936415872,3
12936415280,3
12936412880,3
12936412320,3
12936412288,3
12936412192,3
12936411568,3
12936411168,3
12936409328,3
12936408448,3
12936407920,1
12936407664,3
12936406848,2
12936406704,3
12936406672,3
12936405424,3
12936404336,3
12936403024,3
12936402688,4
12936400512,3
12936399584,3
12936395728,2
12936395152,3
12936394688,3
12936394368,3
12936390672,3
12936390128,3
12936388608,3
12936388352,3
12936386320,3
12936386064,3
12936382272,3
12936381744,3
12936380576,3
12936379920,3
12936379200,3
12936377920,3
12936377424,5
12936374832,3
12936374448,3
12936373376,3
12936372752,3
12936370304,3
12936367584,3
12936366160,3
12936366064,3
12936365680,3
12936364528,3
12936363712,3
12936362112,3
12936359088,3
12936358112,3
12936357792,3
12936357616,3
12936356160,3
12936355632,3
12936355088,1
12936354288,3
12936353904,3
12936352432,3
12936350944,3
12936349216,3
12936349008,3
12936348384,3
12936347216,3
12936347056,4
12936346112,2
12936346016,4
12936345888,3
12936344528,3
12936343936,3
12936343776,3
12936342704,3
12936342064,3
12936341312,3
12936340528,3
12936338576,3
12936338208,3
12936337808,3
12936337648,3
12936336896,3
12936335040,3
12936334096,3
12936333472,3
12936331808,3
12936331728,3
12936330800,3
12936327136,3
12936326256,3
12936324000,3
12936323696,3
12936322384,3
12936322208,3
12936321136,3
12936321104,3
12936320848,3
12936318112,3
12936317392,3
12936317248,3
12936315296,3
12936314896,3
12936314400,3
12936314080,3
12936313408,3
12936311696,3
12936310672,3
12936310176,1
12936309840,3
12936309680,3
12936309520,3
12936308832,2
12936308720,3
12936308256,3
12936307440,3
12936305456,3
12936304320,3
12936303728,3
12936301792,3
12936301008,3
12936299248,3
12936295744,3
12936293408,3
12936292048,3
12936291520,3
12936290192,3
12936289328,3
12936287632,3
12936287536,3
12936285136,3
12936284400,3
12936284240,3
12936284064,4
12936283168,3
12936281472,3
12936281024,3
12936278800,3
12936277360,3
12936277312,3
12936275968,3
12936274208,3
12936273696,3
12936272544,3
12936270496,3
12936268608,3
12936267456,3
12936266256,3
12936266080,3
12936266016,3
12936265888,3
12936262752,3
12936262272,3
12936260752,3
12936257280,3
12936254976,3
12936252928,3
12936251952,3
12936251792,3
12936250224,3
12936249280,4
12936247312,3
12936246448,3
12936246288,3
12936245856,3
12936245600,3
12936245440,3
12936243888,3
12936242592,3
12936242368,3
12936241936,3
12936240240,3
12936239552,3
12936238384,3
12936236640,3
12936236432,2
12936230640,3
12936230096,3
12936229104,3
12936227856,3
12936227648,3
12936225472,2
12936224496,3
12936223584,3
12936223488,3
12936222896,3
12936221040,3
12936220896,3
12936217712,3
12936215376,2
12936214560,3
12936213952,3
12936212720,3
12936212240,3
12936210336,3
12936208896,3
12936207616,3
12936207200,3
12936205456,3
12936204800,3
12936203952,3
12936200768,3
12936198080,3
12936197376,3
12936194272,3
12936190608,3
12936190016,3
12936189456,3
12936188224,3
12936186720,3
12936186576,3
12936185360,3
12936184096,3
12936183200,3
12936182960,3
12936179648,3
12936177216,3
12936176704,4
12936173456,3
12936172768,3
12936166144,3
12936164176,2
12936163744,3
12936163040,3
12936161712,3
12936160592,3
12936160176,3
12936160000,3
12936159968,3
12936157328,3
12936155312,3
12936155056,3
12936153744,3
12936153456,3
12936151824,3
12936150832,3
12936145248,3
12936145056,3
12936144928,3
12936144240,3
12936143648,3
12936142512,3
12936140640,2
12936138160,3
12936138128,4
12936136880,3
12936136624,3
12936136464,3
12936136272,3
12936130816,3
12936129232,3
12936128720,3
12936128416,3
12936127552,3
12936126816,3
12936124000,3
12936122528,3
12936120176,3
12936118960,3
12936117776,3
12936115360,3
12936113616,3
12936112880,3
12936111312,3
12936110640,3
12936110080,3
12936109008,3
12936106304,3
12936105168,3
12936104224,3
12936103712,3
12936102880,3
12936102752,3
12936101088,3
12936100288,3
12936099280,3
12936096592,2
12936092304,3
12936089488,3
12936089472,3
12936088752,3
12936087488,3
12936086688,3
12936084560,3
12936083312,3
12936080784,3
12936080240,3
12936078160,3
12936075760,3
12936074672,3
12936074560,3
12936074384,3
12936065600,3
12936063360,3
12936062272,3
12936060832,3
12936058064,3
12936053184,3
12936053152,3
12936050224,3
12936049376,3
12936047872,3
12936047808,3
12936045584,3
12936042512,3
12936039696,3
12936038208,3
12936037328,3
12936036912,4
12936034176,3
12936032256,3
12936030624,3
12936027536,3
12936027504,3
12936024176,3
12936024032,3
12936022080,3
12936021008,3
12936017376,3
12936017072,3
12936015616,3
12936015536,3
12936014768,3
12936013632,3
12936011088,3
12936010544,3
12936008336,3
12936005232,3
12936003072,3
12935998400,3
12935998160,3
12935997248,3
12935996256,3
12935995632,4
12935992608,3
12935990624,3
12935988368,3
12935987856,3
12935980192,3
12935979488,3
12935978384,3
12935977248,3
12935976720,3
12935975696,3
12935974560,3
12935972336,2
12935972176,3
12935969680,3
12935968368,3
12935967712,3
12935965776,3
12935964208,3
12935962272,3
12935961904,3
12935959920,3
12935954304,3
12935954064,3
12935953888,3
12935951456,3
12935950800,3
12935949520,3
12935948736,3
12935948400,3
12935942976,3
12935941664,3
12935941328,3
12935940464,3
12935939280,3
12935938432,3
12935938240,3
12935938160,3
12935937200,3
12935934704,3
12935933952,3
12935930928,2
12935924528,3
12935917392,3
12935916096,3
12935912048,3
12935909696,3
12935908704,3
12935907808,3
12935907584,3
12935907488,3
12935905168,3
12935902480,3
12935902320,3
12935901264,3
12935900272,3
12935897552,3
12935895200,3
12935893552,3
12935892576,3
12935891728,3
12935883984,3
12935882768,3
12935882336,3
12935882080,3
12935881952,3
12935881824,3
12935880288,3
12935879360,3
12935877200,3
12935875696,3
12935868992,3
12935865952,3
12935865456,3
12935861328,3
12935854784,3
12935850976,3
12935849488,3
12935845456,3
12935844400,3
12935843488,3
12935841440,3
12935841312,3
12935836640,3
12935834112,3
12935830880,3
12935830336,3
12935824672,3
12935816432,3
12935814928,3
12935813536,3
12935807280,3
12935807216,2
12935804256,3
12935804080,3
12935803120,3
12935795504,3
12935790864,3
12935790480,3
12935789680,3
12935788928,3
12935788176,3
12935787968,3
12935784528,3
12935776480,3
12935775888,3
12935773072,3
12935772256,3
12935766720,3
12935761920,3
12935760848,3
12935759584,3
12935758416,3
12935757920,3
12935749408,3
12935747280,3
12935744384,3
12935737904,3
12935734960,3
12935734064,3
12935733408,3
12935731824,3
12935731056,3
12935730240,3
12935727520,3
12935727504,3
12935727120,3
12935727008,3
12935726496,3
12935726160,3
12935725984,3
12935717760,3
12935716784,3
12935716656,3
12935715648,3
12935715520,3
12935714064,3
12935705872,3
12935703264,3
12935698976,3
12935698448,3
12935694336,3
12935692448,3
12935692240,3
12935692048,3
12935690816,3
12935690416,3
12935690064,3
12935688896,3
12935688448,3
12935686496,3
12935686224,3
12935684848,3
12935680144,3
12935677104,3
12935675792,3
12935674912,3
12935671920,3
12935668880,3
12935667696,3
12935667392,3
12935665584,3
12935664160,3
12935661888,3
12935660288,3
12935659712,3
12935658832,3
12935654928,3
12935654800,3
12935649072,3
12935648688,3
12935645616,3
12935635360,3
12935628544,3
12935627088,3
12935620592,3
12935610080,3
12935603504,3
12935602784,3
12935602544,3
12935598224,3
12935594672,3
12935594608,3
12935593728,3
12935590608,3
12935566656,3
12935564496,3
12935561328,3
12935561296,3
12935554112,3
12935552576,3
12935551392,3
12935550640,3
12935550112,3
12935549920,3
12935548784,3
12935546912,3
12935544336,3
12935543024,3
12935541312,3
12935524944,3
12935519872,3
12935515984,3
12935514880,3
12935499152,3
12935499056,3
12935497520,3
12935495808,3
12935493584,3
12935492016,3
12935487072,3
12935486352,3
12935480768,3
12935478864,3
12935478336,3
12935475360,3
12935474320,3
12935473776,3
12935471136,3
12935464816,3
12935462400,3
12935461168,3
12935451040,3
12935447008,3
12935444704,3
12935442752,3
12935437936,3
12935437904,3
12935435936,3
12935434880,3
12935430864,3
12935425904,3
12935425440,3
12935422688,3
12935418064,3
12935416768,3
12935415280,3
12935414752,3
12935414416,3
12935413936,3
12935404800,3
12935404560,3
12935403696,3
12935401456,3
12935401072,3
12935400688,3
12935394048,3
12935391856,2
12935391104,3
12935389200,3
12935387840,3
12935386816,3
12935375024,3
12935374784,3
12935367712,3
12935367360,3
12935360688,3
12935358992,3
12935358432,3
12935353696,3
12935349152,3
12935346480,3
12935336800,3
12935336176,3
12935335712,3
12935330880,3
12935330672,3
12935325968,3
12935323024,3
12935321264,3
12935314864,3
12935308800,3
12935306784,3
12935304672,3
12935302560,3
12935299568,3
12935292112,3
12935289504,3
12935286464,3
12935283136,3
12935280912,3
12935280688,3
12935274720,3
12935272128,3
12935267744,3
12935262608,3
12935259680,3
12935253328,3
12935242976,3
12935223520,3
12935220304,3
12935218224,3
12935217568,3
12935202448,3
12935190912,3
12935172496,3
12935164464,3
12935161856,3
12935159392,3
12935156032,3
12935151696,3
12935151504,3
12935144928,3
12935136544,3
12935132032,3
12935130272,3
12935126752,3
12935123952,3
12935118144,3
12935117616,3
12935114960,3
12935114496,3
12935112256,3
12935093904,3
12935093744,3
12935082688,3
12935071392,3
12935066528,3
12935055520,3
12935052976,3
12935048048,3
12935040128,3
12935024592,3
12935018272,3
12935017712,3
12935006944,3
12935006752,3
12934997616,3
12934992256,3
12934992176,3
12934991328,3
12934989632,3
12934973456,3
12934964832,3
12934950096,3
12934949856,3
12934945152,3
12934943632,3
12934940224,3
12934936464,3
12934927936,3
12934918032,3
12934914512,3
12934909280,3
12934900288,3
12934897824,3
12934891488,3
12934889632,1
12934887456,3
12934880304,3
12934876320,3
12934875344,3
12934875152,3
12934869424,3
12934862704,3
12934848368,3
12934846448,3
12934844512,3
12934840912,3
12934836720,3
12934827296,3
12934827168,3
12934821952,3
12934802432,3
12934794784,3
12934783136,3
12934777968,3
12934753312,3
12934750832,3
12934750544,3
12934749312,3
12934746432,3
12934743296,3
12934733504,3
12934731792,3
12934730256,3
12934726704,3
12934720384,3
12934717792,3
12934716000,3
12934710592,3
12934706736,3
12934695472,3
12934694992,3
12934683504,3
12934678272,3
12934668560,3
12934667664,3
12934657360,3
12934644880,3
12934643664,3
12934638688,3
12934637360,3
12934631904,3
12934624528,3
12934612896,3
12934609856,3
12934604384,3
12934603248,3
12934602576,3
12934602224,2
12934592656,3
12934589152,3
12934572576,3
12934568896,3
12934552688,3
12934544336,3
12934527248,3
12934526672,3
12934522576,3
12934517120,3
12934513824,3
12934513696,3
12934503824,3
12934501280,3
12934464192,3
12934463056,3
12934458256,3
12934433552,3
12934417376,3
12934415264,3
12934396608,3
12934393088,3
12934390976,3
12934378080,3
12934369200,3
12934364880,3
12934359536,3
12934341760,3
12934331744,3
12934316032,3
12934315792,3
12934312064,3
12934311536,3
12934307296,3
12934300368,3
12934270336,3
12934266176,3
12934251264,3
12934243424,3
12934221552,3
12934189744,3
12934164704,3
12934162464,3
12934140016,3
12934139744,3
12934139472,3
12934138208,3
12934026720,3
12934021008,3
12934009296,3
12933997168,3
12933975136,3
12933965696,3
12933959872,3
12933952704,3
12933938176,3
12933937024,3
12933912496,3
12933898304,3
12933877088,3
12933866848,3
12933865952,3
12933849536,3
12933843632,3
12933832400,3
12933831088,3
12933825664,3
12933806400,3
12933799280,3
12933791248,3
12933754912,3
12933750464,3
12933728416,3
12933667600,3
12933645200,3
12933632304,3
12933545648,3
12933544576,3
12933543200,3
12933530176,3
12933527744,3
12933516416,3
12933515616,3
12933471616,3
12933439264,3
12933432080,3
12933430624,3
12933429872,3
12933424128,3
12933393568,3
12933327520,3
12933284976,3
12933278368,3
12933265824,3
12933255632,3
12933251536,3
12933250352,3
12933248688,3
12933181360,3
12933145456,3
12933128288,3
12933113936,3
12933101552,3
12933099952,3
12933049264,3
12932998096,3
12932990272,3
12932975440,3
12932879984,3
12932845616,3
12932819808,3
12932803984,3
12932792192,3
12932785568,3
12932743680,3
12932740656,3
12932713984,3
12932711312,3
12932704192,3
12932676464,3
12932634288,3
12932627408,3
12932596544,3
12932590640,3
12932586640,3
12932542272,3
12932537616,3
12932534256,3
12932514720,3
12932501408,3
12932484304,3
12932455744,3
12932450352,3
12932432688,3
12932343840,3
12932243856,3
12932178832,3
12932151376,3
12932134432,3
12932114784,3
12932082544,3
12931959424,3
12931862528,3
12931853520,3
12931821232,3
12932435472,4
12931797104,3
12931760464,3
12931753136,3
12931689984,3
12931682448,3
12931678128,3
12931648800,3
12931608544,3
12931520784,3
12931489152,3
12931458256,3
12931429232,3
12931353664,3
12931271280,3
12931252976,3
12931157920,3
12931156736,3
12930888256,3
12930857920,3
12930747904,3
12930736480,3
12930700960,3
12930532944,3
12930511088,3
12930446752,3
12930426288,3
12930395904,3
12930310816,3
12930205376,3
12929792688,3
12929668048,3
12929523040,3
12929367120,3
12929345776,3
12928413968,4
12928367776,3
12928352224,3
12927999904,3
12927084448,3
12926931344,3
12926815904,3
12926593776,3
12926477392,3
12925650480,3
12925384352,3
12925021024,3
12925002864,4
12924795648,3
12924729184,3
12923981104,3
12921455600,3
12921393216,3
12919747072,3
12906393360,3
12902763904,3
12892097440,3
12936444640,2
12936442496,2
12936435824,2
12936433216,0
12936432176,0
12936428160,2
12936427856,2
12936425344,2
12936425216,2
12936423568,2
12936423056,2
12936422976,2
12936422816,2
12936422384,2
12936421856,2
12936421344,2
12936420976,2
12936420912,2
12936420624,2
12936419728,2
12936418592,2
12936418272,2
12936417072,2
12936417008,2
12936416224,2
12936415232,2
12936414864,2
12936414208,2
12936414064,1
12936413952,2
12936413872,2
12936413488,2
12936413120,2
12936412944,2
12936412000,2
12936411664,2
12936411376,2
12936411040,2
12936410224,2
12936409920,2
12936409760,0
12936409728,2
12936409488,2
12936409296,2
12936408848,2
12936407408,2
12936407328,2
12936407248,2
12936404976,2
12936404192,2
12936403968,2
12936403152,2
12936402976,2
12936402848,2
12936402480,2
12936402432,2
12936402048,2
12936401456,2
12936401264,2
12936401232,1
12936401040,2
12936400816,2
12936400544,2
12936399264,2
12936398928,2
12936398656,2
12936397696,2
12936397040,2
12936396752,2
12936396352,2
12936395568,2
12936395472,2
12936395408,2
12936394608,2
12936394304,2
12936393088,2
12936392896,2
12936392352,2
12936391440,2
12936390432,2
12936389440,2
12936389376,2
12936389104,2
12936388944,2
12936388896,2
12936388176,2
12936387920,2
12936387584,2
12936387120,2
12936387056,2
12936386608,2
12936386480,2
12936386416,2
12936385920,2
12936385568,2
12936385024,2
12936384992,2
12936384912,2
12936384480,3
12936383840,2
12936383808,2
12936383696,2
12936382720,2
12936382512,2
12936382496,2
12936382144,2
12936381376,2
12936381024,2
12936380432,2
12936379968,2
12936379488,3
12936379136,2
12936378992,2
12936378128,2
12936378000,2
12936377232,2
12936377104,2
12936376320,2
12936375632,2
12936374704,2
12936374240,2
12936373872,2
12936373440,2
12936372592,2
12936372256,2
12936371824,2
12936371584,2
12936371520,2
12936371296,1
12936371024,2
12936370928,2
12936370864,2
12936370736,2
12936370672,2
12936370608,2
12936370560,2
12936370272,2
12936369520,2
12936369472,2
12936369344,2
12936368800,2
12936368256,2
12936367408,2
12936367376,2
12936366848,2
12936366832,2
12936366768,2
12936366608,2
12936365920,1
12936365456,2
12936365040,2
12936364816,2
12936363616,2
12936362912,2
12936362576,2
12936362464,2
12936362240,2
12936362144,4
12936361984,2
12936361968,2
12936361168,2
12936360800,2
12936360736,2
12936360224,2
12936359904,2
12936359360,2
12936358832,2
12936358688,2
12936358384,2
12936358096,2
12936357712,2
12936357408,2
12936356864,2
12936356656,2
12936356464,2
12936356352,2
12936355952,2
12936355840,2
12936355376,2
12936355312,2
12936354352,2
12936354256,2
12936353648,2
12936351488,2
12936351456,2
12936351152,2
12936350176,2
12936349520,2
12936349408,2
12936349136,2
12936348576,2
12936348208,2
12936347952,2
12936347376,2
12936347296,2
12936346736,2
12936346656,2
12936346368,2
12936346272,2
12936344944,2
12936344896,2
12936343872,2
12936343504,2
12936343424,2
12936342624,2
12936342240,2
12936341568,2
12936341552,2
12936341344,2
12936340592,1
12936340000,2
12936339664,2
12936339360,2
12936336656,2
12936336528,2
12936336480,2
12936335712,2
12936335520,2
12936335152,2
12936334752,2
12936334192,2
12936333952,2
12936333648,2
12936332768,2
12936332736,2
12936332288,2
12936332256,2
12936331776,2
12936331200,2
12936330832,2
12936330736,1
12936330176,3
12936329424,2
12936328896,2
12936328224,2
12936327952,2
12936326592,2
12936326480,2
12936325728,2
12936325616,2
12936325520,2
12936325072,2
12936324208,2
12936324144,2
12936323856,2
12936323744,2
12936323008,2
12936322880,2
12936322320,2
12936321952,2
12936321664,2
12936321376,2
12936321072,2
12936321024,2
12936320528,2
12936320480,2
12936319728,2
12936319680,2
12936317792,2
12936317280,2
12936316976,2
12936316864,2
12936315856,2
12936315792,1
12936315728,2
12936315136,2
12936315104,2
12936314912,2
12936313872,2
12936312736,2
12936312608,2
12936311664,2
12936311456,2
12936310720,2
12936310608,2
12936309792,2
12936309216,1
12936309008,2
12936308896,2
12936308304,2
12936307984,2
12936307696,2
12936307024,2
12936306880,2
12936306000,2
12936305744,2
12936305680,2
12936305328,2
12936304192,4
12936304000,2
12936303504,2
12936303344,2
12936303280,2
12936303104,2
12936302672,2
12936302544,2
12936301184,2
12936300224,2
12936299840,2
12936299760,2
12936299728,2
12936299696,2
12936298192,2
12936296864,2
12936296336,2
12936296160,2
12936294384,2
12936293824,2
12936293744,2
12936292624,2
12936291872,2
12936291456,2
12936291232,2
12936291168,2
12936290672,2
12936289808,2
12936288080,2
12936287552,2
12936287504,2
12936287104,2
12936287056,2
12936286016,2
12936285712,2
12936285648,2
12936285344,2
12936284992,2
12936284464,2
12936284256,2
12936284208,2
12936284176,2
12936283584,2
12936273872,2
12936273152,2
12936272560,2
12936271712,2
12936271392,2
12936270848,2
12936270256,2
12936269840,0
12936268976,3
12936268704,2
12936267424,2
12936267072,2
12936266736,2
12936266624,2
12936266592,2
12936265568,2
12936265504,2
12936265344,2
12936265072,3
12936264880,2
12936264176,2
12936262672,2
12936261920,2
12936261872,2
12936261696,2
12936261664,2
12936260784,2
12936260128,2
12936260000,2
12936259920,2
12936258432,2
12936258304,2
12936257344,2
12936256256,2
12936255888,2
12936255168,2
12936254688,2
12936254352,2
12936253568,2
12936253520,2
12936253424,2
12936253120,2
12936252576,2
12936252416,2
12936252016,2
12936251664,8
12936251152,2
12936250768,2
12936248096,2
12936248032,2
12936247728,2
12936246064,2
12936245824,2
12936245664,2
12936245152,2
12936244208,2
12936244032,2
12936243616,2
12936243232,2
12936243152,2
12936242784,2
12936242560,2
12936242144,2
12936240816,2
12936240784,2
12936240352,2
12936240048,2
12936239904,2
12936237456,2
12936236752,2
12936236544,2
12936236144,2
12936236112,2
12936234368,2
12936233712,2
12936233072,2
12936232544,2
12936232288,2
12936231296,2
12936230976,2
12936230960,2
12936230560,2
12936229504,2
12936229216,2
12936228672,2
12936228432,2
12936228208,2
12936228080,2
12936227792,2
12936227712,2
12936225536,2
12936225504,2
12936225072,2
12936224800,2
12936224672,2
12936224272,2
12936223408,2
12936223312,2
12936223072,2
12936220368,2
12936219664,2
12936219168,2
12936218416,2
12936216832,2
12936216016,2
12936215808,2
12936215600,2
12936214864,2
12936214592,2
12936214480,2
12936214288,2
12936214224,2
12936213984,2
12936211232,2
12936210176,2
12936209472,2
12936208336,2
12936207712,2
12936206912,2
12936206864,2
12936206048,2
12936205616,2
12936205408,2
12936202064,2
12936202032,2
12936200976,2
12936200576,2
12936200512,2
12936199584,2
12936198624,2
12936198448,2
12936197776,2
12936196976,2
12936196800,2
12936196096,2
12936196032,2
12936195840,2
12936195760,2
12936195712,2
12936195376,2
12936195328,2
12936195040,2
12936194080,2
12936193728,2
12936191920,2
12936191888,2
12936191728,2
12936191296,2
12936191168,2
12936190272,2
12936190144,2
12936189808,2
12936189776,2
12936188896,2
12936188160,2
12936187760,2
12936187696,2
12936187600,2
12936187504,2
12936186336,2
12936185712,2
12936185392,2
12936184960,2
12936182544,1
12936182416,2
12936181456,2
12936181136,2
12936179904,2
12936179872,2
12936178624,2
12936178448,2
12936178160,2
12936176512,2
12936176128,2
12936175904,2
12936175888,2
12936174448,2
12936174240,2
12936172528,2
12936171504,2
12936170784,2
12936170560,2
12936170496,2
12936169872,2
12936169536,2
12936169248,2
12936166448,2
12936166304,2
